Year;CustomerID;CustomerType;Region;ExposureAmount
2007;1532;CORPORATE;SWEDEN; 300 723    
2007;1533;RETAIL;INTERNATIONAL; 145 119    
2007;1534;CORPORATE;INTERNATIONAL; 973 539    
2007;1535;RETAIL;INTERNATIONAL; 349 898    
2007;1536;CORPORATE;SWEDEN; 376 225    
2007;1537;CORPORATE;INTERNATIONAL; 305 530    
2007;1538;CORPORATE;SWEDEN; 654 628    
2007;1539;RETAIL;SWEDEN; 54 701    
2007;1540;CORPORATE;SWEDEN; 701 459    
2007;1541;CORPORATE;SWEDEN; 515 125    
2007;1542;CORPORATE;SWEDEN; 773 191    
2007;1543;CORPORATE;SWEDEN; 559 291    
2007;1544;RETAIL;SWEDEN; 214 032    
2007;1545;CORPORATE;SWEDEN; 439 102    
2007;1546;RETAIL;INTERNATIONAL; 153 275    
2007;1547;CORPORATE;SWEDEN; 253 608    
2007;1548;RETAIL;SWEDEN; 205 667    
2007;1549;RETAIL;SWEDEN; 353 482    
2007;1550;CORPORATE;SWEDEN; 518 943    
2007;1551;CORPORATE;SWEDEN; 732 029    
2007;1552;CORPORATE;SWEDEN; 351 698    
2007;1553;CORPORATE;SWEDEN; 400 863    
2007;1554;RETAIL;SWEDEN; 162 754    
2007;1555;RETAIL;INTERNATIONAL; 409 137    
2007;1556;CORPORATE;INTERNATIONAL; 380 845    
2007;1557;RETAIL;SWEDEN; 290 751    
2007;1558;RETAIL;SWEDEN; 449 711    
2007;1559;CORPORATE;INTERNATIONAL; 982 561    
2007;1560;CORPORATE;INTERNATIONAL; 926 313    
2007;1561;RETAIL;SWEDEN; 88 990    
2007;1562;RETAIL;INTERNATIONAL; 26 733    
2007;1563;RETAIL;SWEDEN; 438 711    
2007;1564;CORPORATE;SWEDEN; 315 029    
2007;1565;RETAIL;SWEDEN; 244 022    
2007;1566;RETAIL;SWEDEN; 132 348    
2007;1567;RETAIL;SWEDEN; 115 902    
2007;1568;RETAIL;SWEDEN; 13 916    
2007;1569;RETAIL;SWEDEN; 178 665    
2007;1570;RETAIL;INTERNATIONAL; 183 036    
2007;1571;RETAIL;SWEDEN; 193 616    
2007;1572;CORPORATE;SWEDEN; 790 145    
2007;1573;RETAIL;SWEDEN; 337 266    
2007;1574;CORPORATE;SWEDEN; 984 804    
2007;1575;RETAIL;SWEDEN; 120 042    
2007;1576;RETAIL;INTERNATIONAL; 81 710    
2007;1577;RETAIL;SWEDEN; 239 360    
2007;1578;RETAIL;SWEDEN; 382 246    
2007;1579;RETAIL;SWEDEN; 333 545    
2007;1580;RETAIL;SWEDEN; 251 822    
2007;1581;CORPORATE;SWEDEN; 338 287    
2007;1582;CORPORATE;SWEDEN; 736 143    
2007;1583;CORPORATE;SWEDEN; 293 388    
2007;1584;CORPORATE;SWEDEN; 265 932    
2007;1585;CORPORATE;SWEDEN; 454 946    
2007;1586;RETAIL;SWEDEN; 21 527    
2007;1587;CORPORATE;SWEDEN; 976 744    
2007;1588;CORPORATE;SWEDEN; 360 751    
2007;1589;CORPORATE;SWEDEN; 324 243    
2007;1590;CORPORATE;SWEDEN; 974 980    
2007;1591;RETAIL;INTERNATIONAL; 481 171    
2007;1592;RETAIL;SWEDEN; 461 888    
2007;1593;CORPORATE;SWEDEN; 728 184    
2007;1594;RETAIL;SWEDEN; 469 258    
2007;1595;RETAIL;SWEDEN; 30 185    
2007;1596;RETAIL;INTERNATIONAL; 56 848    
2007;1597;RETAIL;SWEDEN; 148 391    
2007;1598;RETAIL;SWEDEN; 305 897    
2007;1599;RETAIL;SWEDEN; 227 312    
2007;1600;RETAIL;INTERNATIONAL; 333 234    
2007;1601;RETAIL;SWEDEN; 429 046    
2007;1602;RETAIL;SWEDEN; 92 956    
2008;1603;RETAIL;SWEDEN; 231 052    
2008;1604;RETAIL;SWEDEN; 376 154    
2008;1605;RETAIL;INTERNATIONAL; 151 855    
2008;1606;CORPORATE;SWEDEN; 673 915    
2008;1607;RETAIL;SWEDEN; 48 370    
2008;1608;CORPORATE;SWEDEN; 567 816    
2008;1609;CORPORATE;SWEDEN; 381 120    
2008;1610;RETAIL;SWEDEN; 55 581    
2008;1611;CORPORATE;SWEDEN; 215 344    
2008;1612;CORPORATE;SWEDEN; 293 233    
2008;1613;CORPORATE;SWEDEN; 399 436    
2008;1614;RETAIL;SWEDEN; 424 064    
2008;1615;CORPORATE;INTERNATIONAL; 594 715    
2008;1616;RETAIL;SWEDEN; 94 090    
2008;1617;CORPORATE;SWEDEN; 811 964    
2008;1618;RETAIL;SWEDEN; 423 344    
2008;1619;CORPORATE;SWEDEN; 467 110    
2008;1620;RETAIL;SWEDEN; 367 525    
2008;1621;RETAIL;SWEDEN; 332 072    
2008;1622;RETAIL;SWEDEN; 141 825    
2008;1623;RETAIL;SWEDEN; 234 726    
2008;1624;RETAIL;SWEDEN; 472 733    
2008;1625;RETAIL;SWEDEN; 440 130    
2008;1626;CORPORATE;SWEDEN; 414 925    
2008;1627;RETAIL;SWEDEN; 474 874    
2008;1628;CORPORATE;SWEDEN; 406 839    
2008;1629;CORPORATE;SWEDEN; 388 810    
2008;1630;RETAIL;SWEDEN; 174 342    
2008;1631;RETAIL;INTERNATIONAL; 178 293    
2008;1632;CORPORATE;INTERNATIONAL; 907 739    
2008;1633;CORPORATE;INTERNATIONAL; 598 650    
2008;1634;CORPORATE;INTERNATIONAL; 675 934    
2008;1635;RETAIL;SWEDEN; 411 355    
2008;1636;RETAIL;INTERNATIONAL; 306 235    
2008;1637;CORPORATE;SWEDEN; 867 337    
2008;1638;CORPORATE;INTERNATIONAL; 768 364    
2008;1639;CORPORATE;SWEDEN; 505 018    
2008;1640;RETAIL;SWEDEN; 494 933    
2008;1641;CORPORATE;INTERNATIONAL; 486 574    
2008;1642;RETAIL;INTERNATIONAL; 35 621    
2008;1643;CORPORATE;INTERNATIONAL; 428 560    
2008;1644;RETAIL;SWEDEN; 302 257    
2008;1645;RETAIL;SWEDEN; 249 449    
2008;1646;RETAIL;SWEDEN; 330 401    
2008;1647;RETAIL;SWEDEN; 464 965    
2008;1648;RETAIL;INTERNATIONAL; 125 329    
2008;1649;RETAIL;INTERNATIONAL; 497 953    
2008;1650;CORPORATE;INTERNATIONAL; 783 187    
2008;1651;RETAIL;SWEDEN; 36 212    
2008;1652;CORPORATE;INTERNATIONAL; 903 202    
2008;1653;RETAIL;SWEDEN; 215 501    
2008;1654;CORPORATE;SWEDEN; 806 664    
2008;1655;RETAIL;INTERNATIONAL; 324 650    
2008;1656;RETAIL;SWEDEN; 422 095    
2008;1657;CORPORATE;SWEDEN; 427 986    
2008;1658;RETAIL;SWEDEN; 370 080    
2008;1659;RETAIL;SWEDEN; 227 923    
2008;1660;RETAIL;SWEDEN; 360 978    
2008;1661;RETAIL;INTERNATIONAL; 91 242    
2008;1662;CORPORATE;INTERNATIONAL; 737 249    
2008;1663;RETAIL;INTERNATIONAL; 231 403    
2008;1664;CORPORATE;SWEDEN; 807 444    
2008;1665;RETAIL;SWEDEN; 14 174    
2008;1666;CORPORATE;SWEDEN; 212 776    
2008;1667;CORPORATE;SWEDEN; 895 988    
2008;1668;CORPORATE;SWEDEN; 521 349    
2008;1669;RETAIL;SWEDEN; 45 162    
2008;1670;CORPORATE;INTERNATIONAL; 527 769    
2008;1671;CORPORATE;INTERNATIONAL; 671 899    
2008;1672;CORPORATE;SWEDEN; 838 157    
2008;1673;CORPORATE;SWEDEN; 762 383    
2008;1674;RETAIL;SWEDEN; 114 828    
2008;1675;CORPORATE;INTERNATIONAL; 238 342    
2008;1676;CORPORATE;INTERNATIONAL; 963 490    
2008;1677;CORPORATE;SWEDEN; 436 471    
2008;1678;RETAIL;SWEDEN; 280 880    
2008;1679;CORPORATE;SWEDEN; 822 528    
2008;1680;CORPORATE;SWEDEN; 673 370    
2008;1681;RETAIL;SWEDEN; 113 852    
2008;1682;RETAIL;SWEDEN; 193 102    
2008;1683;RETAIL;SWEDEN; 281 228    
2008;1684;RETAIL;SWEDEN; 467 112    
2008;1685;RETAIL;INTERNATIONAL; 237 662    
2008;1686;CORPORATE;INTERNATIONAL; 526 225    
2008;1687;CORPORATE;SWEDEN; 343 951    
2008;1688;RETAIL;INTERNATIONAL; 177 987    
2008;1689;CORPORATE;INTERNATIONAL; 424 243    
2008;1690;CORPORATE;INTERNATIONAL; 823 059    
2008;1691;RETAIL;SWEDEN; 82 481    
2008;1692;RETAIL;INTERNATIONAL; 189 963    
2008;1693;RETAIL;SWEDEN; 351 380    
2008;1694;CORPORATE;INTERNATIONAL; 989 337    
2008;1695;CORPORATE;INTERNATIONAL; 675 231    
2008;1696;RETAIL;INTERNATIONAL; 223 586    
2008;1697;RETAIL;SWEDEN; 44 440    
2008;1698;CORPORATE;SWEDEN; 988 429    
2008;1699;CORPORATE;SWEDEN; 446 861    
2008;1700;CORPORATE;SWEDEN; 855 425    
2008;1701;RETAIL;SWEDEN; 428 509    
2008;1702;CORPORATE;SWEDEN; 298 662    
2008;1703;CORPORATE;SWEDEN; 250 929    
2008;1704;CORPORATE;SWEDEN; 340 962    
2008;1705;CORPORATE;SWEDEN; 530 154    
2008;1706;CORPORATE;SWEDEN; 590 095    
2008;1707;CORPORATE;SWEDEN; 844 123    
2008;1708;RETAIL;SWEDEN; 287 358    
2008;1709;CORPORATE;INTERNATIONAL; 250 916    
2008;1710;RETAIL;SWEDEN; 254 903    
2008;1711;RETAIL;SWEDEN; 400 824    
2008;1712;CORPORATE;SWEDEN; 439 864    
2008;1713;CORPORATE;INTERNATIONAL; 910 756    
2008;1714;RETAIL;INTERNATIONAL; 380 134    
2008;1715;RETAIL;SWEDEN; 321 519    
2008;1716;RETAIL;INTERNATIONAL; 347 172    
2008;1717;RETAIL;SWEDEN; 103 224    
2008;1718;CORPORATE;INTERNATIONAL; 634 034    
2008;1719;CORPORATE;INTERNATIONAL; 872 270    
2008;1720;CORPORATE;SWEDEN; 521 941    
2008;1721;RETAIL;SWEDEN; 175 893    
2008;1722;CORPORATE;INTERNATIONAL; 736 457    
2008;1723;CORPORATE;INTERNATIONAL; 641 164    
2008;1724;CORPORATE;INTERNATIONAL; 535 151    
2008;1725;RETAIL;INTERNATIONAL; 207 973    
2008;1726;CORPORATE;SWEDEN; 402 726    
2008;1727;RETAIL;SWEDEN; 64 790    
2008;1728;CORPORATE;SWEDEN; 567 194    
2008;1729;CORPORATE;SWEDEN; 788 717    
2008;1730;CORPORATE;SWEDEN; 407 597    
2008;1731;CORPORATE;SWEDEN; 969 600    
2008;1732;RETAIL;SWEDEN; 53 441    
2008;1733;RETAIL;INTERNATIONAL; 458 056    
2008;1734;RETAIL;SWEDEN; 268 245    
2008;1735;CORPORATE;SWEDEN; 450 008    
2008;1736;CORPORATE;SWEDEN; 224 134    
2008;1737;RETAIL;SWEDEN; 344 741    
2008;1738;RETAIL;INTERNATIONAL; 81 256    
2008;1739;CORPORATE;SWEDEN; 818 269    
2008;1740;RETAIL;SWEDEN; 154 634    
2008;1741;CORPORATE;SWEDEN; 421 091    
2008;1742;CORPORATE;SWEDEN; 551 935    
2008;1743;RETAIL;INTERNATIONAL; 107 943    
2008;1744;CORPORATE;SWEDEN; 214 468    
2008;1745;RETAIL;SWEDEN; 443 323    
2008;1746;CORPORATE;INTERNATIONAL; 289 653    
2008;1747;RETAIL;INTERNATIONAL; 66 382    
2008;1748;RETAIL;SWEDEN; 387 229    
2008;1749;CORPORATE;SWEDEN; 614 740    
2008;1750;CORPORATE;SWEDEN; 299 236    
2008;1751;CORPORATE;SWEDEN; 548 509    
2008;1752;RETAIL;SWEDEN; 371 056    
2008;1753;RETAIL;SWEDEN; 462 227    
2008;1754;CORPORATE;SWEDEN; 330 547    
2008;1755;CORPORATE;INTERNATIONAL; 526 356    
2008;1756;RETAIL;INTERNATIONAL; 92 600    
2008;1757;RETAIL;SWEDEN; 127 301    
2008;1758;CORPORATE;SWEDEN; 224 425    
2008;1759;RETAIL;SWEDEN; 90 626    
2008;1760;RETAIL;INTERNATIONAL; 437 912    
2008;1761;CORPORATE;SWEDEN; 400 529    
2008;1762;CORPORATE;SWEDEN; 391 992    
2008;1763;RETAIL;SWEDEN; 257 993    
2008;1764;CORPORATE;SWEDEN; 767 267    
2008;1765;RETAIL;SWEDEN; 114 248    
2008;1766;CORPORATE;SWEDEN; 899 069    
2008;1767;RETAIL;SWEDEN; 43 694    
2008;1768;RETAIL;SWEDEN; 468 128    
2008;1769;RETAIL;SWEDEN; 244 149    
2008;1770;CORPORATE;SWEDEN; 649 348    
2008;1771;CORPORATE;INTERNATIONAL; 457 568    
2008;1772;CORPORATE;SWEDEN; 725 397    
2008;1773;CORPORATE;SWEDEN; 604 100    
2008;1774;CORPORATE;SWEDEN; 225 971    
2008;1775;RETAIL;SWEDEN; 141 216    
2008;1776;RETAIL;SWEDEN; 344 176    
2008;1777;RETAIL;SWEDEN; 215 419    
2008;1778;CORPORATE;SWEDEN; 291 615    
2008;1779;RETAIL;SWEDEN; 457 471    
2008;1780;CORPORATE;SWEDEN; 662 465    
2008;1781;CORPORATE;SWEDEN; 728 200    
2008;1782;RETAIL;INTERNATIONAL; 195 096    
2008;1783;RETAIL;INTERNATIONAL; 191 132    
2008;1784;CORPORATE;SWEDEN; 898 543    
2008;1785;RETAIL;SWEDEN; 296 148    
2008;1786;RETAIL;INTERNATIONAL; 242 896    
2008;1787;CORPORATE;INTERNATIONAL; 601 681    
2008;1788;CORPORATE;SWEDEN; 882 336    
2008;1789;CORPORATE;INTERNATIONAL; 337 323    
2008;1790;CORPORATE;SWEDEN; 772 344    
2008;1791;RETAIL;SWEDEN; 353 943    
2008;1792;CORPORATE;INTERNATIONAL; 887 707    
2008;1793;RETAIL;SWEDEN; 239 474    
2008;1794;RETAIL;SWEDEN; 337 416    
2008;1795;RETAIL;SWEDEN; 425 702    
2008;1796;CORPORATE;SWEDEN; 282 224    
2008;1797;RETAIL;SWEDEN; 286 577    
2008;1798;CORPORATE;SWEDEN; 224 302    
2008;1799;RETAIL;SWEDEN; 486 364    
2008;1800;RETAIL;SWEDEN; 116 391    
2008;1801;RETAIL;SWEDEN; 387 804    
2008;1802;CORPORATE;SWEDEN; 943 111    
2008;1803;CORPORATE;SWEDEN; 520 453    
2009;1804;RETAIL;SWEDEN; 53 838    
2009;1805;CORPORATE;SWEDEN; 229 585    
2009;1806;CORPORATE;SWEDEN; 892 087    
2009;1807;CORPORATE;INTERNATIONAL; 601 330    
2009;1808;RETAIL;SWEDEN; 317 428    
2009;1809;RETAIL;SWEDEN; 334 787    
2009;1810;CORPORATE;SWEDEN; 946 039    
2009;1811;RETAIL;INTERNATIONAL; 95 773    
2009;1812;RETAIL;SWEDEN; 334 487    
2009;1813;RETAIL;INTERNATIONAL; 120 961    
2009;1814;CORPORATE;INTERNATIONAL; 528 459    
2009;1815;RETAIL;INTERNATIONAL; 80 686    
2009;1816;CORPORATE;SWEDEN; 458 099    
2009;1817;RETAIL;SWEDEN; 404 550    
2009;1818;CORPORATE;INTERNATIONAL; 428 319    
2009;1819;CORPORATE;SWEDEN; 424 223    
2009;1820;CORPORATE;SWEDEN; 519 040    
2009;1821;RETAIL;INTERNATIONAL; 388 548    
2009;1822;RETAIL;SWEDEN; 266 270    
2009;1823;CORPORATE;SWEDEN; 203 053    
2009;1824;RETAIL;SWEDEN; 288 017    
2009;1825;CORPORATE;SWEDEN; 465 886    
2009;1826;CORPORATE;SWEDEN; 440 208    
2009;1827;CORPORATE;SWEDEN; 912 505    
2009;1828;CORPORATE;SWEDEN; 253 271    
2009;1829;CORPORATE;SWEDEN; 836 009    
2009;1830;RETAIL;SWEDEN; 229 848    
2009;1831;RETAIL;SWEDEN; 54 348    
2009;1832;RETAIL;SWEDEN; 99 502    
2009;1833;RETAIL;SWEDEN; 374 531    
2009;1834;RETAIL;INTERNATIONAL; 314 273    
2009;1835;CORPORATE;SWEDEN; 213 732    
2009;1836;RETAIL;SWEDEN; 261 941    
2009;1837;RETAIL;SWEDEN; 382 381    
2009;1838;RETAIL;SWEDEN; 271 035    
2009;1839;RETAIL;SWEDEN; 211 181    
2009;1840;CORPORATE;SWEDEN; 259 146    
2009;1841;RETAIL;SWEDEN; 62 321    
2009;1842;CORPORATE;SWEDEN; 745 305    
2009;1843;RETAIL;INTERNATIONAL; 299 141    
2009;1844;CORPORATE;SWEDEN; 401 451    
2009;1845;CORPORATE;SWEDEN; 877 590    
2009;1846;RETAIL;SWEDEN; 189 594    
2009;1847;RETAIL;SWEDEN; 479 596    
2009;1848;CORPORATE;SWEDEN; 218 623    
2009;1849;RETAIL;SWEDEN; 275 253    
2009;1850;RETAIL;INTERNATIONAL; 362 856    
2009;1851;CORPORATE;SWEDEN; 920 608    
2009;1852;CORPORATE;SWEDEN; 595 258    
2009;1853;RETAIL;INTERNATIONAL; 187 646    
2009;1854;CORPORATE;INTERNATIONAL; 556 119    
2009;1855;CORPORATE;SWEDEN; 291 126    
2009;1856;RETAIL;SWEDEN; 86 289    
2009;1857;RETAIL;SWEDEN; 33 031    
2009;1858;CORPORATE;SWEDEN; 457 591    
2009;1859;CORPORATE;SWEDEN; 918 016    
2009;1860;RETAIL;SWEDEN; 413 719    
2009;1861;RETAIL;SWEDEN; 175 995    
2009;1862;RETAIL;SWEDEN; 55 515    
2009;1863;RETAIL;SWEDEN; 255 726    
2009;1864;RETAIL;SWEDEN; 461 530    
2009;1865;RETAIL;INTERNATIONAL; 93 479    
2009;1866;RETAIL;SWEDEN; 187 515    
2009;1867;CORPORATE;SWEDEN; 714 867    
2009;1868;RETAIL;SWEDEN; 26 099    
2009;1869;RETAIL;INTERNATIONAL; 91 200    
2009;1870;RETAIL;SWEDEN; 19 181    
2009;1871;RETAIL;INTERNATIONAL; 361 218    
2009;1872;CORPORATE;SWEDEN; 879 448    
2009;1873;CORPORATE;INTERNATIONAL; 962 467    
2009;1874;RETAIL;SWEDEN; 403 752    
2009;1875;RETAIL;SWEDEN; 283 741    
2009;1876;CORPORATE;INTERNATIONAL; 285 030    
2009;1877;CORPORATE;INTERNATIONAL; 277 934    
2009;1878;RETAIL;INTERNATIONAL; 345 266    
2009;1879;RETAIL;SWEDEN; 287 059    
2009;1880;CORPORATE;INTERNATIONAL; 299 131    
2009;1881;CORPORATE;SWEDEN; 292 757    
2009;1882;RETAIL;SWEDEN; 411 627    
2009;1883;RETAIL;INTERNATIONAL; 113 194    
2009;1884;RETAIL;SWEDEN; 341 113    
2009;1885;CORPORATE;SWEDEN; 814 441    
2009;1886;CORPORATE;INTERNATIONAL; 355 648    
2009;1887;CORPORATE;SWEDEN; 292 574    
2009;1888;CORPORATE;SWEDEN; 893 023    
2009;1889;CORPORATE;SWEDEN; 633 886    
2009;1890;CORPORATE;SWEDEN; 581 502    
2009;1891;RETAIL;SWEDEN; 447 381    
2009;1892;CORPORATE;SWEDEN; 383 731    
2009;1893;RETAIL;SWEDEN; 63 663    
2009;1894;RETAIL;INTERNATIONAL; 405 748    
2009;1895;RETAIL;SWEDEN; 66 678    
2009;1896;CORPORATE;INTERNATIONAL; 649 963    
2009;1897;RETAIL;SWEDEN; 20 797    
2009;1898;CORPORATE;SWEDEN; 610 245    
2009;1899;RETAIL;INTERNATIONAL; 343 039    
2009;1900;RETAIL;SWEDEN; 158 713    
2009;1901;CORPORATE;SWEDEN; 530 996    
2009;1902;CORPORATE;SWEDEN; 660 502    
2009;1903;RETAIL;SWEDEN; 243 484    
2009;1904;RETAIL;SWEDEN; 111 204    
2009;1905;RETAIL;INTERNATIONAL; 215 344    
2009;1906;RETAIL;INTERNATIONAL; 185 938    
2009;1907;CORPORATE;SWEDEN; 856 879    
2009;1908;RETAIL;SWEDEN; 315 200    
2009;1909;RETAIL;SWEDEN; 189 296    
2009;1910;CORPORATE;INTERNATIONAL; 807 329    
2009;1911;CORPORATE;SWEDEN; 610 096    
2009;1912;CORPORATE;SWEDEN; 625 988    
2009;1913;RETAIL;INTERNATIONAL; 334 227    
2009;1914;RETAIL;SWEDEN; 458 866    
2009;1915;RETAIL;SWEDEN; 395 218    
2009;1916;RETAIL;SWEDEN; 269 424    
2009;1917;RETAIL;INTERNATIONAL; 434 093    
2009;1918;CORPORATE;SWEDEN; 717 932    
2009;1919;CORPORATE;SWEDEN; 371 828    
2009;1920;RETAIL;INTERNATIONAL; 95 728    
2009;1921;CORPORATE;SWEDEN; 204 940    
2009;1922;RETAIL;INTERNATIONAL; 288 836    
2009;1923;CORPORATE;SWEDEN; 999 074    
2009;1924;RETAIL;SWEDEN; 19 765    
2009;1925;CORPORATE;SWEDEN; 590 306    
2009;1926;CORPORATE;SWEDEN; 394 796    
2009;1927;RETAIL;SWEDEN; 95 711    
2009;1928;CORPORATE;SWEDEN; 297 502    
2009;1929;RETAIL;SWEDEN; 275 084    
2009;1930;CORPORATE;SWEDEN; 843 610    
2009;1931;RETAIL;SWEDEN; 114 396    
2009;1932;RETAIL;SWEDEN; 331 027    
2009;1933;RETAIL;INTERNATIONAL; 15 320    
2009;1934;CORPORATE;SWEDEN; 816 316    
2009;1935;RETAIL;SWEDEN; 290 424    
2009;1936;CORPORATE;INTERNATIONAL; 995 600    
2009;1937;RETAIL;SWEDEN; 432 044    
2009;1938;CORPORATE;SWEDEN; 400 166    
2009;1939;CORPORATE;SWEDEN; 584 830    
2009;1940;RETAIL;INTERNATIONAL; 481 338    
2009;1941;CORPORATE;SWEDEN; 847 140    
2009;1942;RETAIL;SWEDEN; 346 235    
2009;1943;CORPORATE;SWEDEN; 901 000    
2009;1944;CORPORATE;SWEDEN; 728 430    
2009;1945;CORPORATE;SWEDEN; 434 964    
2009;1946;RETAIL;INTERNATIONAL; 499 034    
2009;1947;RETAIL;SWEDEN; 106 228    
2009;1948;CORPORATE;SWEDEN; 620 949    
2009;1949;CORPORATE;INTERNATIONAL; 697 926    
2009;1950;RETAIL;SWEDEN; 490 169    
2009;1951;CORPORATE;INTERNATIONAL; 241 690    
2009;1952;RETAIL;SWEDEN; 457 151    
2009;1953;CORPORATE;SWEDEN; 611 095    
2009;1954;CORPORATE;SWEDEN; 573 149    
2009;1955;RETAIL;SWEDEN; 224 670    
2009;1956;RETAIL;INTERNATIONAL; 396 167    
2009;1957;RETAIL;INTERNATIONAL; 427 716    
2009;1958;RETAIL;SWEDEN; 192 992    
2009;1959;RETAIL;SWEDEN; 214 926    
2009;1960;RETAIL;INTERNATIONAL; 66 452    
2009;1961;RETAIL;SWEDEN; 93 080    
2009;1962;RETAIL;SWEDEN; 80 483    
2009;1963;RETAIL;SWEDEN; 146 247    
2009;1964;RETAIL;SWEDEN; 309 247    
2009;1965;CORPORATE;SWEDEN; 993 813    
2009;1966;RETAIL;SWEDEN; 479 018    
2009;1967;CORPORATE;INTERNATIONAL; 543 431    
2009;1968;RETAIL;SWEDEN; 350 771    
2009;1969;RETAIL;SWEDEN; 412 008    
2009;1970;CORPORATE;SWEDEN; 553 021    
2009;1971;CORPORATE;SWEDEN; 380 849    
2009;1972;CORPORATE;INTERNATIONAL; 367 856    
2009;1973;CORPORATE;SWEDEN; 924 406    
2009;1974;RETAIL;INTERNATIONAL; 84 088    
2009;1975;RETAIL;SWEDEN; 285 079    
2009;1976;CORPORATE;SWEDEN; 490 284    
2009;1977;RETAIL;INTERNATIONAL; 226 971    
2009;1978;CORPORATE;SWEDEN; 839 598    
2009;1979;RETAIL;SWEDEN; 24 693    
2009;1980;CORPORATE;SWEDEN; 528 277    
2009;1981;RETAIL;INTERNATIONAL; 315 143    
2009;1982;RETAIL;SWEDEN; 62 456    
2009;1983;CORPORATE;SWEDEN; 971 354    
2009;1984;RETAIL;SWEDEN; 50 613    
2009;1985;RETAIL;SWEDEN; 111 256    
2009;1986;CORPORATE;INTERNATIONAL; 377 850    
2009;1987;RETAIL;SWEDEN; 34 182    
2009;1988;RETAIL;SWEDEN; 391 920    
2009;1989;RETAIL;INTERNATIONAL; 395 420    
2009;1990;CORPORATE;SWEDEN; 464 926    
2009;1991;CORPORATE;SWEDEN; 447 894    
2009;1992;CORPORATE;SWEDEN; 360 872    
2009;1993;RETAIL;SWEDEN; 284 523    
2009;1994;RETAIL;SWEDEN; 368 192    
2009;1995;RETAIL;SWEDEN; 199 141    
2009;1996;CORPORATE;SWEDEN; 960 579    
2009;1997;CORPORATE;SWEDEN; 452 925    
2009;1998;RETAIL;INTERNATIONAL; 378 472    
2009;1999;RETAIL;SWEDEN; 157 646    
2009;2000;RETAIL;SWEDEN; 470 016    
2009;2001;CORPORATE;INTERNATIONAL; 348 315    
2009;2002;RETAIL;SWEDEN; 365 151    
2009;2003;CORPORATE;SWEDEN; 834 916    
2009;2004;CORPORATE;SWEDEN; 693 388    
2010;2005;RETAIL;SWEDEN; 110 874    
2010;2006;CORPORATE;SWEDEN; 270 278    
2010;2007;RETAIL;SWEDEN; 376 586    
2010;2008;RETAIL;SWEDEN; 206 863    
2010;2009;RETAIL;SWEDEN; 388 123    
2010;2010;CORPORATE;SWEDEN; 786 815    
2010;2011;CORPORATE;INTERNATIONAL; 700 447    
2010;2012;RETAIL;SWEDEN; 179 981    
2010;2013;CORPORATE;SWEDEN; 617 406    
2010;2014;CORPORATE;SWEDEN; 883 313    
2010;2015;RETAIL;SWEDEN; 116 815    
2010;2016;CORPORATE;SWEDEN; 800 439    
2010;2017;RETAIL;INTERNATIONAL; 294 130    
2010;2018;CORPORATE;SWEDEN; 231 476    
2010;2019;RETAIL;SWEDEN; 191 212    
2010;2020;RETAIL;SWEDEN; 22 282    
2010;2021;CORPORATE;SWEDEN; 387 711    
2010;2022;CORPORATE;SWEDEN; 278 748    
2010;2023;CORPORATE;SWEDEN; 686 731    
2010;2024;CORPORATE;SWEDEN; 906 119    
2010;2025;RETAIL;INTERNATIONAL; 83 950    
2010;2026;RETAIL;SWEDEN; 45 857    
2010;2027;RETAIL;SWEDEN; 182 023    
2010;2028;CORPORATE;SWEDEN; 259 354    
2010;2029;CORPORATE;SWEDEN; 661 995    
2010;2030;CORPORATE;SWEDEN; 998 643    
2010;2031;CORPORATE;SWEDEN; 973 507    
2010;2032;RETAIL;SWEDEN; 408 895    
2010;2033;RETAIL;SWEDEN; 55 286    
2010;2034;RETAIL;SWEDEN; 321 845    
2010;2035;RETAIL;SWEDEN; 499 838    
2010;2036;RETAIL;INTERNATIONAL; 365 810    
2010;2037;RETAIL;SWEDEN; 267 916    
2010;2038;RETAIL;INTERNATIONAL; 199 324    
2010;2039;RETAIL;INTERNATIONAL; 70 333    
2010;2040;RETAIL;SWEDEN; 189 650    
2010;2041;CORPORATE;SWEDEN; 659 382    
2010;2042;RETAIL;SWEDEN; 183 177    
2010;2043;CORPORATE;INTERNATIONAL; 711 707    
2010;2044;CORPORATE;SWEDEN; 532 012    
2010;2045;RETAIL;INTERNATIONAL; 346 427    
2010;2046;CORPORATE;SWEDEN; 980 147    
2010;2047;RETAIL;SWEDEN; 483 152    
2010;2048;RETAIL;SWEDEN; 358 659    
2010;2049;RETAIL;SWEDEN; 402 278    
2010;2050;RETAIL;SWEDEN; 435 669    
2010;2051;CORPORATE;SWEDEN; 431 329    
2010;2052;CORPORATE;SWEDEN; 869 481    
2010;2053;RETAIL;INTERNATIONAL; 281 397    
2010;2054;RETAIL;SWEDEN; 193 721    
2010;2055;RETAIL;INTERNATIONAL; 78 741    
2010;2056;CORPORATE;SWEDEN; 907 524    
2010;2057;RETAIL;SWEDEN; 407 977    
2010;2058;RETAIL;SWEDEN; 267 050    
2010;2059;CORPORATE;INTERNATIONAL; 566 479    
2010;2060;CORPORATE;SWEDEN; 808 120    
2010;2061;RETAIL;SWEDEN; 466 524    
2010;2062;RETAIL;SWEDEN; 318 687    
2010;2063;CORPORATE;SWEDEN; 378 540    
